ID,维度,标题,优先级,前置条件,测试数据,操作步骤,预期结果,指引来源,关联工具,自动化建议,展开规则,生成时间,设计状态,终端覆盖类型,terminal,agent,OS,Node/npm,shell,TTY,installLayout,mcpTransport,hookSupport,requiredEvidence,owner,依赖
D4-12,D4安全,供应链安装期安全,P2,源码包,postinstall脚本审计/依赖锁定/SBOM/pack一致性,①审计postinstall行为 ②核对依赖锁定 ③验证pack与源码一致 ④尝试产出SBOM,无恶意行为+pack一致+SBOM可产,P: package.json有postinstall; 标: Azure质量门,npm,脚本,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: 无恶意行为+pack一致+SBOM>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 无恶意行为+pack一致+SBOM>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-13,D4安全,最小权限凭证通过率,P1,"只读IAM子账号(test001, credentials.readonly.json)",全量D3只读用例,"①用 scripts/run-as-readonly.py 注入只读子账号(HW_ACCESS_KEY/HW_SECRET_KEY env,不带token) ②只读凭证下跑D3只读用例 ③写用例观察权限识别",只读100%可用，写被正确识别权限不足(权限不足=IAM拒绝),标: AWS condition key; 仓: 非目标声明实测,run_readonly_command,半自动,COMMON|<代表: 只读凭证全量>|<证据: 最小权限通过率>|<阻塞: 需只读 IAM AK/SK>,2026-09-05,DESIGN_COVERED,COMMON,<代表: 只读凭证全量>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 最小权限通过率>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-14,D4安全,操作可审计性,P2,真云,执行命令后查CTS/日志,①执行若干命令 ②查CTS/运行日志 ③核对可追溯+可区分agent/人工,每次命令可追溯,标: AWS CloudTrail审计区分,run_readonly_command,手动,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: CTS 可追溯+区分 agent/人工>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: CTS 可追溯+区分 agent/人工>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-15,D4安全,hook绕过尝试,P0,hook环境,大小写/编码/拼接变体,①Deleteserver变体大小写 ②URL编码/转义混淆 ③参数拼接拆分 ④核对拦截,无绕过成功,通: 对抗性测试; 仓: risk-rule-engine规则盲区,hook_check_command,脚本,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: 变体无绕过成功>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 变体无绕过成功>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-16,D4安全,命令包裹穿透,P0,hook环境,sh -c/bash -c/eval/$()包裹写命令,①构造shell包裹 ②执行 ③核对hook是否检查内层,发现内层命令并拦截,标: AWS/Azure命令包装绕过用例,hook_check_command,脚本,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: 发现内层命令并拦截>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 发现内层命令并拦截>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-17,D4安全,hook模糊fail-closed,P1,hook环境,畸形/超长/嵌套JSON,①构造畸形输入 ②调用hook三工具 ③核对不崩溃不误放行,异常输入默认拒绝,通: 模糊测试+fail-closed,hook_check_command/hook_check_artifacts/hook_check_deploy_plan,脚本,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: 异常输入默认拒绝>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 异常输入默认拒绝>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-21,D4安全,hook_check_artifacts 具名回归（代码/IaC/策略制品预检）,P0,hook-capable 客户端,宽泛 IAM 策略制品,①构造宽泛 IAM policy JSON ②hook_check_artifacts ③核对 deny,broad IAM 制品被拦截,hook 三工具盲区补齐（补自 G1）,hook_check_artifacts,脚本,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: broad IAM 制品拦截>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: broad IAM 制品拦截>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-22,D4安全,hook_check_deploy_plan 具名回归（部署计划预检）,P0,hook-capable 客户端,公网暴露/无清理元数据部署计划,①构造高危 deploy plan ②hook_check_deploy_plan ③核对 warn/deny,公网暴露 FunctionGraph 等被拦截/告警,hook 三工具盲区补齐（补自 G1）,hook_check_deploy_plan,脚本,COMMON|<代表: hook=Hermes 非hook=OpenCode>|<证据: 公网暴露 deploy 计划拦截/告警>|<阻塞: 需hook-capable客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook=Hermes 非hook=OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 公网暴露 deploy 计划拦截/告警>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-23,D4安全,全局规则 huawei-agent-rules.md 注入生效性（11 安装目标）,P0,11 个 Agent 安装目标,agent-rules.md 全文,逐目标安装后：①核对 rules 注入系统提示/规则 ②构造禁直连 csms/kms 场景 ③核对 MUST 约束生效,全部目标注入且约束可执行，无孤儿文件,agent-rules 注入契约（补自 G6，关联 P1-2）,install,自动,CLIENT_MATRIX|<代表: 逐客户端 11 目标>|<证据: agent-rules 注入生效>|<阻塞: 逐个安装目标>,2026-09-05,DESIGN_COVERED,CLIENT_MATRIX,<代表: 逐客户端 11 目标>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: agent-rules 注入生效>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-24,D4安全,确认令牌过期与重复确认边界（审批流健壮性）,P1,真云+标准客户端+可注入时钟（令牌 TTL=60s，注入 5s 加速）,"断言契约（响应 JSON 字段精确）：①过期提交→{status:'rejected', code:'CONFIRM_TOKEN_EXPIRED'} ②同 token 重复→第二次 {status:'ok', outcome:'already_processed'} ③资源计数=ListServers(tctest- 前缀).count","①写操作（创建最小规格 ECS）进入确认流，记录 confirmToken ②注入时钟推进 >60s 后提交确认→断言 {code:'CONFIRM_TOKEN_EXPIRED', status:'rejected'} 且资源计数=0 ③重新发起写操作（新 confirmToken）连续提交两次→断言第二次 {outcome:'already_processed'} ④查询资源断言计数=1 ⑤释放→归零",过期令牌返回精确 {code:'CONFIRM_TOKEN_EXPIRED'}（无资源创建，计数=0）；重复确认第二次返回 {outcome:'already_processed'}（计数不+1，仍=1）；错误/结果 JSON 字段可机器断言；释放后 tctest- 计数=0,通: 令牌过期/重放防护; 关联 D2-14; R11 补强: 精确响应JSON字段CONFIRM_TOKEN_EXPIRED/already_processed,auth_confirm/plan_cli_command,半自动,CLIENT_MATRIX|<代表2: Hermes+OpenCode>|<证据: 响应JSON+计数+归零>|<阻塞: 可注入时钟>,2026-09-11,DESIGN_COVERED,CLIENT_MATRIX,<代表2: Hermes+OpenCode>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: 响应JSON+计数+归零>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-25,D4安全,Python hook 事件遥测分类,P2,hook-capable 客户端 + 遥测开关,cli:read/write/invoke 三类命令,①执行只读 hcloud 命令 ②执行写命令 ③执行非 hcloud 命令 ④核对 hook-events.jsonl 三键分类,只读→cli:read、写→cli:write、其他→cli:invoke；事件含 key/value/capability,实: huaweicloud-safety.py record_cli_event(85)/HOOK_EVENTS_PATH,hook_check_command,脚本,COMMON|<代表: hook客户端>|<证据: hook-events.jsonl>|<阻塞: 需hook客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook客户端>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: hook-events.jsonl>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D4-26,D4安全,findings 证据脱敏,P2,hook 环境 + 含凭证的触发命令,含 AK/SK/token/password 的规则触发,①触发含凭证的命令规则 ②核对 findings.evidence 已脱敏 ③对照原命令,findings.evidence 中 AK/SK/token/password 均被 <redacted> 替换，不泄露明文,实: risk-rule-engine.redactEvidence(19),hook_check_command,脚本,COMMON|<代表: hook客户端>|<证据: findings.evidence 脱敏前后>|<阻塞: 需hook客户端>,2026-09-05,DESIGN_COVERED,COMMON,<代表: hook客户端>,Hermes（Hook）; OpenCode（非 Hook）,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,Hermes=Hook; OpenCode=非Hook,强断言：<证据: findings.evidence 脱敏前后>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D5-1,D5客户端,清单发现加载,P1,各客户端环境,插件清单注册,①安装后重启 ②核对客户端发现并加载插件清单,全部客户端可发现,P: architecture L1可发现性承诺; 标: AWS first-class setup,install,手动,CLIENT_MATRIX|<代表: 10 客户端>|<证据: 清单发现加载>|<阻塞: 需各客户端>,2026-09-05,DESIGN_COVERED,CLIENT_MATRIX,<代表: 10 客户端>,Hermes; OpenCode; 声明支持的客户端矩阵,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,TTY + non-TTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按客户端记录,强断言：<证据: 清单发现加载>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D5-2,D5客户端,install落点正确,P2,各客户端环境,install目录与config,①安装 ②核对文件落点 ③与README契约对照(如CodeArts Work用户级目录),"落点与文档一致,无错位",P: README落点契约,install,手动,CLIENT_MATRIX|<代表: 10 客户端>|<证据: 安装落点与 README 对照>|<阻塞: 需各客户端>,2026-09-05,DESIGN_COVERED,CLIENT_MATRIX,<代表: 10 客户端>,Hermes; OpenCode; 声明支持的客户端矩阵,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,TTY + non-TTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按客户端记录,强断言：<证据: 安装落点与 README 对照>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D5-3,D5客户端,工具全量枚举,P1,各客户端环境,tools/list枚举,①枚举40工具 ②与TOOL_DEFINITIONS diff ③核对schema无残缺,"40 工具全量可达(=tools.mjs 注册源数量),schema完整",标: Azure全MCP协议测试; 仓: tools.mjs基线,mcp-server,脚本,CLIENT_MATRIX|<代表: 10 客户端>|<证据: tools/list 40 工具枚举>|<阻塞: 需各客户端>,2026-09-05,DESIGN_COVERED,CLIENT_MATRIX,<代表: 10 客户端>,Hermes; OpenCode; 声明支持的客户端矩阵,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,TTY + non-TTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按客户端记录,强断言：<证据: tools/list 40 工具枚举>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
